Date,Open Price,Close Price,High Price,Low Price,Volume,daydiffirence,dayopenchange,openchange,volumechangepercent
24-Mar-11,1300.61,1309.66,1311.34,1297.74,3127133696,13.6,8.42,3.07,0.007896284
25-Mar-11,1311.8,1313.8,1319.18,1310.15,2793186560,9.03,11.19,2.14,-0.119557763
28-Mar-11,1315.45,1310.19,1319.74,1310.19,2524173568,9.55,3.65,1.65,-0.106574681
29-Mar-11,1309.37,1319.44,1319.45,1305.26,2649010176,14.19,-6.08,-0.82,0.047125756
30-Mar-11,1321.89,1328.26,1331.74,1321.89,2960324864,9.85,12.52,2.45,0.105162339
31-Mar-11,1327.44,1325.83,1329.77,1325.03,3060771328,4.74,5.55,-0.82,0.03281737
1-Apr-11,1329.48,1332.41,1337.85,1328.89,3110876672,8.96,2.04,3.65,0.016106503
4-Apr-11,1333.56,1332.87,1336.74,1329.1,2492411392,7.64,4.08,1.15,-0.248139325
5-Apr-11,1332.03,1332.63,1338.21,1330.03,3048389888,8.18,-1.53,-0.84,0.182384313
6-Apr-11,1335.94,1335.54,1339.38,1331.09,3292452608,8.29,3.91,3.31,0.074127937
7-Apr-11,1334.82,1333.51,1338.8,1326.56,3131744000,12.24,-1.12,-0.72,-0.051316011
8-Apr-11,1336.16,1328.17,1339.46,1322.94,2711409408,16.52,1.34,2.65,-0.155024391
11-Apr-11,1329.01,1324.46,1333.77,1321.06,2552920064,12.71,-7.15,0.84,-0.062081593
12-Apr-11,1321.96,1314.16,1321.96,1309.51,3206825216,12.45,-7.05,-2.5,0.203910443
13-Apr-11,1314.03,1314.41,1321.35,1309.19,2943087872,12.16,-7.93,-0.13,-0.08961246
14-Apr-11,1311.13,1314.52,1316.79,1302.42,2997489920,14.37,-2.9,-3.28,0.018149201
15-Apr-11,1314.54,1319.68,1322.88,1313.68,3270398976,9.2,3.41,0.02,0.083448245
18-Apr-11,1313.35,1305.14,1313.35,1294.7,3620834048,18.65,-1.19,-6.33,0.09678297
19-Apr-11,1305.99,1312.62,1312.7,1303.97,3169129728,8.73,-7.36,0.85,-0.142532606
20-Apr-11,1319.12,1330.36,1332.66,1319.12,3550103040,13.54,13.13,6.5,0.107313311
21-Apr-11,1333.23,1337.38,1337.49,1332.83,3067678976,4.66,14.11,2.87,-0.157260283
25-Apr-11,1337.14,1335.25,1337.55,1331.47,2310460928,6.08,3.91,-0.24,-0.327734626
26-Apr-11,1336.75,1347.24,1349.55,1336.75,3331586304,12.8,-0.39,1.5,0.306498251
27-Apr-11,1348.43,1355.66,1357.49,1344.25,3204425984,13.24,11.68,1.19,-0.039682714
28-Apr-11,1353.86,1360.48,1361.71,1353.6,3245483264,8.11,5.43,-1.8,0.012650591
29-Apr-11,1360.14,1363.61,1364.56,1358.69,3618333696,5.87,6.28,-0.34,0.103044789
2-May-11,1365.21,1361.22,1370.58,1358.59,3008565504,11.99,5.07,1.6,-0.202677386
3-May-11,1359.76,1356.62,1360.84,1349.52,3551675392,11.32,-5.45,-1.46,0.152916533
4-May-11,1355.9,1347.32,1355.9,1341.5,3418914048,14.4,-3.86,-0.72,-0.038831437
5-May-11,1344.16,1335.1,1348,1329.17,3430574336,18.83,-11.74,-3.16,0.003398932
6-May-11,1340.24,1340.2,1354.36,1335.58,3206993152,18.78,-3.92,5.14,-0.069716764
9-May-11,1340.2,1346.29,1349.44,1338.64,2215355392,10.8,-0.04,0,-0.447620171
10-May-11,1348.34,1357.16,1359.44,1348.34,2588987136,11.1,8.14,2.05,0.144315798
11-May-11,1354.51,1342.08,1354.51,1336.36,3009408768,18.15,6.17,-2.65,0.139702402
12-May-11,1339.39,1348.65,1351.05,1332.03,2968181504,19.02,-15.12,-2.69,-0.013889738
13-May-11,1348.69,1337.77,1350.47,1333.36,2775577088,17.11,9.3,0.04,-0.069392566
16-May-11,1334.77,1329.47,1343.33,1327.32,2770220032,16.01,-13.92,-3,-0.001933802
17-May-11,1326.1,1328.98,1330.42,1318.51,3120281088,11.91,-8.67,-3.37,0.112188949
18-May-11,1328.54,1340.68,1341.82,1326.59,2815843328,15.23,2.44,-0.44,-0.108116015
19-May-11,1342.4,1343.6,1345.21,1336.36,2538697728,8.85,13.86,1.72,-0.109168412
20-May-11,1342,1333.27,1342,1330.67,2649333248,11.33,-0.4,-1.6,0.04175976
23-May-11,1333.07,1317.37,1333.07,1312.88,2526352640,20.19,-8.93,-0.2,-0.048679114
24-May-11,1317.7,1316.28,1323.72,1313.87,2638374400,9.85,-15.37,0.33,0.042458629
25-May-11,1316.36,1320.47,1325.86,1311.8,2816371712,14.06,-1.34,0.08,0.06320093
26-May-11,1320.64,1325.69,1328.51,1314.41,2611023616,14.1,4.28,0.17,-0.078646587
27-May-11,1325.69,1331.1,1334.62,1325.69,2104182144,8.93,5.05,0,-0.240873383
31-May-11,1331.1,1345.2,1345.2,1331.1,2839381248,14.1,5.41,0,0.258929337
1-Jun-11,1345.2,1314.55,1345.2,1313.71,3229074432,31.49,14.1,0,0.120682627
2-Jun-11,1314.55,1312.94,1318.03,1305.61,2887065856,12.42,-30.65,0,-0.11846234
3-Jun-11,1312.94,1300.16,1312.94,1297.9,2667703296,15.04,-1.61,0,-0.082228995
6-Jun-11,1300.26,1286.17,1300.26,1284.72,2764305920,15.54,-12.68,0.1,0.03494643
7-Jun-11,1286.31,1284.94,1296.22,1284.74,2820923648,11.48,-13.95,0.14,0.020070635
8-Jun-11,1284.63,1279.56,1287.04,1277.42,3007841024,9.62,-1.68,-0.31,0.062143369
9-Jun-11,1279.63,1289,1294.54,1279.63,2513593088,14.91,-5,0.07,-0.196630051
10-Jun-11,1288.6,1270.98,1288.6,1268.28,2942971392,20.32,8.97,-0.4,0.145899585
13-Jun-11,1271.31,1271.83,1277.04,1265.64,2686504448,11.4,-17.29,0.33,-0.095464924
14-Jun-11,1272.22,1287.87,1292.5,1272.22,2774819072,20.28,0.91,0.39,0.031827165
15-Jun-11,1287.87,1265.42,1287.87,1261.9,3169681664,25.97,15.65,0,0.124574842
16-Jun-11,1265.53,1267.64,1274.11,1258.07,3070094592,16.04,-22.34,0.11,-0.032437786
17-Jun-11,1268.58,1271.5,1279.82,1267.4,3384583168,12.42,3.05,0.94,0.092917964
20-Jun-11,1271.5,1278.36,1280.42,1267.56,2328571392,12.86,2.92,0,-0.453501997
21-Jun-11,1278.4,1295.52,1297.62,1278.4,2710055424,19.22,6.9,0.04,0.140766137
22-Jun-11,1295.48,1287.14,1298.61,1286.79,2402371328,11.82,17.08,-0.04,-0.128075162
23-Jun-11,1286.6,1283.5,1286.6,1262.87,3373069824,23.73,-8.88,-0.54,0.287778951
24-Jun-11,1283.04,1268.45,1283.93,1267.24,3788248064,16.69,-3.56,-0.46,0.109596371
27-Jun-11,1268.44,1280.1,1284.91,1267.53,2508147456,17.38,-14.6,-0.01,-0.510376934
28-Jun-11,1280.21,1296.67,1296.8,1280.21,2447109888,16.59,11.77,0.11,-0.024942716
29-Jun-11,1296.85,1307.41,1309.21,1296.85,2926075392,12.36,16.64,0.18,0.163688709
30-Jun-11,1307.64,1320.64,1321.97,1307.64,2886689536,14.33,10.79,0.23,-0.013643953
1-Jul-11,1320.64,1339.67,1341.01,1318.18,2487277824,22.83,13,0,-0.160581865
5-Jul-11,1339.59,1337.88,1340.89,1334.3,2400202240,6.59,18.95,-0.08,-0.036278436
6-Jul-11,1337.56,1339.22,1340.94,1330.92,2391739904,10.02,-2.03,-0.32,-0.003538151
7-Jul-11,1339.62,1353.22,1356.48,1339.62,2690408960,16.86,2.06,0.4,0.111012512
8-Jul-11,1352.39,1343.8,1352.39,1333.71,2383964416,18.68,12.77,-0.83,-0.128544093
11-Jul-11,1343.31,1319.49,1343.31,1316.42,2568826368,26.89,-9.08,-0.49,0.071963584
12-Jul-11,1319.61,1313.64,1327.17,1313.33,2874884864,13.84,-23.7,0.12,0.106459392
13-Jul-11,1314.45,1317.72,1331.48,1314.45,2614269184,17.03,-5.16,0.81,-0.099689688
14-Jul-11,1317.74,1308.87,1326.88,1306.51,2915094272,20.37,3.29,0.02,0.103195664
15-Jul-11,1308.87,1316.14,1317.7,1307.52,2939969024,10.18,-8.87,0,0.008460889
18-Jul-11,1315.94,1305.44,1315.94,1295.92,2787058688,20.02,7.07,-0.2,-0.054864412
19-Jul-11,1307.07,1326.73,1328.14,1307.07,3038620160,21.07,-8.87,1.63,0.082788061
20-Jul-11,1328.66,1325.84,1330.43,1323.65,2715936000,6.78,21.59,1.93,-0.118811401
21-Jul-11,1325.65,1343.8,1347,1325.65,3650163456,21.35,-3.01,-0.19,0.255941266
22-Jul-11,1343.8,1345.02,1346.1,1336.95,2484338432,9.15,18.15,0,-0.46926981
25-Jul-11,1344.32,1337.43,1344.32,1331.09,2389367808,13.23,0.52,-0.7,-0.039747177
26-Jul-11,1337.39,1331.94,1338.51,1329.59,2785893888,8.92,-6.93,-0.04,0.142333519
27-Jul-11,1331.91,1304.89,1331.91,1303.49,3476202240,28.42,-5.48,-0.03,0.198581183
28-Jul-11,1304.84,1300.67,1316.32,1299.16,3334352384,17.16,-27.07,-0.05,-0.042541951
29-Jul-11,1300.12,1292.28,1304.16,1282.86,3501623552,21.3,-4.72,-0.55,0.047769603
1-Aug-11,1292.59,1286.94,1307.38,1274.73,3345071616,32.65,-7.53,0.31,-0.046800773
2-Aug-11,1286.56,1254.05,1286.56,1254.03,4013534208,32.53,-6.03,-0.38,0.16655211
3-Aug-11,1254.25,1260.34,1261.2,1234.56,4197900800,26.64,-32.31,0.2,0.043918759
4-Aug-11,1260.23,1200.07,1260.23,1199.54,5419912192,60.69,5.98,-0.11,0.225467009
5-Aug-11,1200.28,1199.38,1218.11,1168.09,6400604160,50.02,-59.95,0.21,0.153218656
8-Aug-11,1198.48,1119.46,1198.48,1119.28,7431248384,79.2,-1.8,-0.9,0.13869059
9-Aug-11,1120.23,1172.53,1172.88,1101.54,7055522304,71.34,-78.25,0.77,-0.053252766
10-Aug-11,1171.77,1120.76,1171.77,1118.01,6544700928,53.76,51.54,-0.76,-0.078051141
11-Aug-11,1121.3,1172.64,1186.29,1121.3,5688665600,64.99,-50.47,0.54,-0.150480866
12-Aug-11,1172.87,1178.81,1189.04,1170.74,3966488832,18.3,51.57,0.23,-0.434181676
15-Aug-11,1178.86,1204.49,1204.49,1178.86,3306947584,25.63,5.99,0.05,-0.199441095
16-Aug-11,1204.22,1192.76,1204.22,1180.53,3388731648,23.69,25.36,-0.27,0.024134122
17-Aug-11,1192.89,1193.88,1208.47,1184.36,3044103168,24.11,-11.33,0.13,-0.113211827
18-Aug-11,1189.62,1140.65,1189.62,1131.03,5113910784,58.59,-3.27,-4.26,0.404740658
19-Aug-11,1140.47,1123.53,1154.54,1122.05,4297513472,32.49,-49.15,-0.18,-0.189969692
22-Aug-11,1123.55,1123.82,1145.49,1121.09,3627631360,24.4,-16.92,0.02,-0.184661021
23-Aug-11,1124.36,1162.35,1162.35,1122.91,4018115840,39.44,0.81,0.54,0.097180991
24-Aug-11,1162.16,1177.6,1178.56,1156.3,3602548992,22.26,37.8,-0.19,-0.115353559
25-Aug-11,1176.69,1159.27,1190.68,1155.47,4109184256,35.21,14.53,-0.91,0.123293392
26-Aug-11,1158.85,1176.8,1181.23,1135.91,3475899648,45.32,-17.84,-0.42,-0.182193007
29-Aug-11,1177.91,1210.08,1210.28,1177.91,2837134848,32.37,19.06,1.11,-0.225144321
30-Aug-11,1209.76,1212.92,1220.1,1195.77,3099980800,24.33,31.85,-0.32,0.084789542
31-Aug-11,1213,1218.89,1230.71,1209.35,3557535488,21.36,3.24,0.08,0.128615636
1-Sep-11,1219.12,1204.42,1229.29,1203.85,3062285824,25.44,6.12,0.23,-0.161725486
2-Sep-11,1203.9,1173.97,1203.9,1170.56,2856296192,33.34,-15.22,-0.52,-0.072117742
6-Sep-11,1173.97,1165.24,1173.97,1140.13,3363251968,33.84,-29.93,0,0.150733808
7-Sep-11,1165.85,1198.62,1198.62,1165.85,3131513344,32.77,-8.12,0.61,-0.074002119
8-Sep-11,1197.98,1185.9,1204.4,1183.34,3278581760,21.06,32.13,-0.64,0.044857328
9-Sep-11,1185.37,1154.23,1185.37,1148.37,3951840000,37,-12.61,-0.53,0.170365764
12-Sep-11,1153.5,1162.27,1162.52,1136.07,3569079808,26.45,-31.87,-0.73,-0.107243383
13-Sep-11,1162.59,1172.87,1176.41,1157.44,3220704256,18.97,9.09,0.32,-0.108167508
14-Sep-11,1173.32,1188.68,1202.38,1162.73,3620353280,39.65,10.73,0.45,0.11038951
15-Sep-11,1189.44,1209.11,1209.11,1189.44,3196478208,19.67,16.12,0.76,-0.132606902
16-Sep-11,1209.21,1216.01,1220.06,1204.46,4024737280,15.6,19.77,0.1,0.205792084
19-Sep-11,1214.99,1204.09,1214.99,1188.36,2965567744,26.63,5.78,-1.02,-0.357155738
20-Sep-11,1204.5,1202.09,1220.39,1201.29,2972154624,19.1,-10.49,0.41,0.002216197
21-Sep-11,1203.63,1166.76,1206.3,1166.21,3933399808,40.09,-0.87,1.54,0.244380239
22-Sep-11,1164.55,1129.56,1164.55,1114.22,5568333312,50.33,-39.08,-2.21,0.293612723
23-Sep-11,1128.82,1136.43,1141.72,1121.36,4059729664,20.36,-35.73,-0.74,-0.371601996
26-Sep-11,1136.91,1162.95,1164.19,1131.07,3723684608,33.12,8.09,0.48,-0.090245306
27-Sep-11,1163.32,1175.38,1195.86,1163.32,3650077952,32.54,26.41,0.37,-0.020165776
28-Sep-11,1175.39,1151.06,1184.71,1150.4,3241484288,34.31,12.07,0.01,-0.12605141
29-Sep-11,1151.74,1160.4,1175.87,1139.93,3688933120,35.94,-23.65,0.68,0.121294916
30-Sep-11,1159.93,1131.42,1159.93,1131.34,3582360320,28.59,8.19,-0.47,-0.029749325
3-Oct-11,1131.21,1099.23,1138.99,1098.92,4459804160,40.07,-28.72,-0.21,0.196744926
4-Oct-11,1097.42,1123.95,1125.12,1074.77,5185005568,50.35,-33.79,-1.81,0.139865117
5-Oct-11,1124.03,1144.04,1146.07,1115.68,4140642560,30.39,26.61,0.08,-0.252222449
6-Oct-11,1144.11,1164.97,1165.55,1134.95,3844385792,30.6,20.08,0.07,-0.077062185
7-Oct-11,1165.03,1155.46,1171.4,1150.26,3809399552,21.14,20.92,0.06,-0.009184188
10-Oct-11,1158.15,1194.89,1194.91,1158.15,2990139648,36.76,-6.88,2.69,-0.273987171
11-Oct-11,1194.6,1195.54,1199.24,1187.3,3000995328,11.94,36.45,-0.29,0.00361736
12-Oct-11,1196.19,1207.25,1220.25,1196.19,3609034496,24.06,1.59,0.65,0.168476962
13-Oct-11,1206.96,1203.66,1207.46,1190.58,2975273984,16.88,10.77,-0.29,-0.213009126
14-Oct-11,1205.65,1224.58,1224.61,1205.65,2777587968,18.96,-1.31,1.99,-0.071171829
17-Oct-11,1224.47,1200.86,1224.47,1198.55,2907878656,25.92,18.82,-0.11,0.044806095
18-Oct-11,1200.75,1225.38,1233.1,1191.48,3895948800,41.62,-23.72,-0.11,0.253614766
19-Oct-11,1223.46,1209.88,1229.64,1206.31,3445520896,23.33,22.71,-1.92,-0.130728536
20-Oct-11,1209.92,1215.39,1219.53,1197.34,3442342656,22.19,-13.54,0.04,-0.000923278
21-Oct-11,1215.39,1238.25,1239.03,1215.39,3739385088,23.64,5.47,0,0.079436171
24-Oct-11,1238.72,1254.19,1256.55,1238.72,3305720576,17.83,23.33,0.47,-0.131186076
25-Oct-11,1253.86,1229.05,1253.86,1226.79,3359492608,27.07,15.14,-0.33,0.016005998
26-Oct-11,1229.17,1242,1246.28,1221.06,3747974656,25.22,-24.69,0.12,0.103651194
27-Oct-11,1243.97,1284.59,1292.66,1243.97,4877932544,48.69,14.8,1.97,0.231646887
28-Oct-11,1284.39,1285.08,1287.08,1277.01,3343864576,10.07,40.42,-0.2,-0.458770962
31-Oct-11,1284.96,1253.3,1284.96,1253.16,3314540544,31.8,0.57,-0.12,-0.008847088
1-Nov-11,1251,1218.28,1251,1215.42,4291097856,35.58,-33.96,-2.3,0.227577498
2-Nov-11,1219.62,1237.9,1242.48,1219.62,3069110272,22.86,-31.38,1.34,-0.39815695
3-Nov-11,1238.25,1261.15,1263.21,1234.81,3565894400,28.4,18.63,0.35,0.139315435
4-Nov-11,1260.82,1253.23,1260.82,1238.92,2963853824,21.9,22.57,-0.33,-0.203127621
7-Nov-11,1253.21,1261.12,1261.7,1240.75,2762577152,20.95,-7.61,-0.02,-0.072858299
8-Nov-11,1261.12,1275.92,1277.55,1254.99,2910056192,22.56,7.91,0,0.050679104
9-Nov-11,1275.18,1229.1,1275.18,1226.64,3570923776,48.54,14.06,-0.74,0.185069082
10-Nov-11,1229.59,1239.7,1246.22,1227.7,3069064192,18.52,-45.59,0.49,-0.163522023
11-Nov-11,1240.12,1263.85,1266.98,1240.12,2543529728,26.86,10.53,0.42,-0.206616207
14-Nov-11,1263.85,1251.78,1263.85,1246.68,2419010816,17.17,23.73,0,-0.051475137
15-Nov-11,1251.7,1257.81,1264.25,1244.34,2771525632,19.91,-12.15,-0.08,0.127191613
16-Nov-11,1257.81,1236.91,1259.61,1235.67,3190017024,23.94,6.11,0,0.131187824
17-Nov-11,1236.56,1216.13,1237.73,1209.43,3642198784,28.3,-21.25,-0.35,0.124150764
18-Nov-11,1216.19,1215.65,1223.51,1211.36,2921388032,12.15,-20.37,0.06,-0.246735711
21-Nov-11,1215.62,1192.98,1215.62,1183.16,3313982976,32.46,-0.57,-0.03,0.118466192
22-Nov-11,1192.98,1188.04,1196.81,1181.65,2954757632,15.16,-22.64,0,-0.121575232
23-Nov-11,1187.48,1161.79,1187.48,1161.79,2908060160,25.69,-5.5,-0.56,-0.016057946
25-Nov-11,1161.41,1158.67,1172.66,1158.66,1251171712,14,-26.07,-0.38,-1.324269428
28-Nov-11,1158.67,1192.55,1197.35,1158.67,2927728128,38.68,-2.74,0,0.572647576
29-Nov-11,1192.56,1195.19,1203.67,1191.8,2893940480,11.87,33.89,0.01,-0.011675309
30-Nov-11,1196.72,1246.96,1247.11,1196.72,4167528448,50.39,4.16,1.53,0.305597906
1-Dec-11,1246.91,1244.58,1251.09,1239.73,2780188672,11.36,50.19,-0.05,-0.499009218
2-Dec-11,1246.03,1244.28,1260.08,1243.35,3084642304,16.73,-0.88,1.45,0.098699817
5-Dec-11,1244.33,1257.08,1266.73,1244.33,3054908416,22.4,-1.7,0.05,-0.009733152
6-Dec-11,1257.19,1258.47,1266.03,1253.03,2689515008,13,12.86,0.11,-0.135858475
7-Dec-11,1258.14,1261.01,1267.06,1244.8,2966331648,22.26,0.95,-0.33,0.093319518
8-Dec-11,1260.87,1234.35,1260.87,1231.47,3159971072,29.4,2.73,-0.14,0.06127886
9-Dec-11,1234.48,1255.19,1258.25,1234.48,2787615744,23.77,-26.39,0.13,-0.13357484
12-Dec-11,1255.05,1236.47,1255.05,1227.25,2765165056,27.8,20.57,-0.14,-0.008119113
13-Dec-11,1236.83,1225.73,1249.86,1219.43,3090767360,30.43,-18.22,0.36,0.105346752
14-Dec-11,1225.73,1211.82,1225.73,1209.47,3149174528,16.26,-11.1,0,0.018546818
15-Dec-11,1212.12,1215.75,1225.6,1212.12,2832460800,13.48,-13.61,0.3,-0.11181575
16-Dec-11,1216.09,1219.66,1231.04,1215.2,4051207680,15.84,3.97,0.34,0.300835449
19-Dec-11,1219.74,1205.35,1224.57,1202.37,2730036480,22.2,3.65,0.08,-0.483939028
20-Dec-11,1205.72,1241.3,1242.82,1205.72,3122119680,37.1,-14.02,0.37,0.125582374
21-Dec-11,1241.25,1243.72,1245.09,1229.51,2959271168,15.58,35.53,-0.05,-0.055029939
22-Dec-11,1243.72,1254,1255.22,1243.72,2695881984,11.5,2.47,0,-0.097700562
23-Dec-11,1254,1265.33,1265.42,1254,1668695168,11.42,10.28,0,-0.615562888
27-Dec-11,1265.02,1265.43,1269.37,1262.3,1466030336,7.07,11.02,-0.31,-0.138240545
28-Dec-11,1265.38,1249.64,1265.85,1248.64,1669037056,17.21,0.36,-0.05,0.121631044
29-Dec-11,1249.75,1263.02,1263.54,1249.75,1592420608,13.79,-15.63,0.11,-0.048113198
30-Dec-11,1262.82,1257.6,1264.12,1257.46,1550071040,6.66,13.07,-0.2,-0.02732105
3-Jan-12,1258.86,1277.06,1284.62,1258.86,2970814976,25.76,-3.96,1.26,0.478233733
4-Jan-12,1277.03,1277.3,1278.73,1268.1,2795990016,10.63,18.17,-0.03,-0.062527033
5-Jan-12,1277.3,1281.06,1283.05,1265.26,3359864320,17.79,0.27,0,0.16782651
6-Jan-12,1280.93,1277.81,1281.84,1273.34,2847214336,8.5,3.63,-0.13,-0.180053176
9-Jan-12,1277.83,1280.7,1281.99,1274.55,2671441920,7.44,-3.1,0.02,-0.065796832
10-Jan-12,1280.77,1292.08,1296.46,1280.77,3141745664,15.69,2.94,0.07,0.14969504
11-Jan-12,1292.02,1292.48,1293.8,1285.41,2879639040,8.39,11.25,-0.06,-0.091020652
12-Jan-12,1292.48,1295.5,1296.82,1285.77,2906614016,11.05,0.46,0,0.00928055
13-Jan-12,1294.82,1289.09,1294.82,1277.58,2838163456,17.24,2.34,-0.68,-0.024117906
17-Jan-12,1290.22,1293.67,1303,1290.22,3090556160,12.78,-4.6,1.13,0.081665788
18-Jan-12,1293.65,1308.04,1308.11,1290.99,3230565120,17.12,3.43,-0.02,0.043338845
19-Jan-12,1308.07,1314.5,1315.49,1308.07,3510139136,7.42,14.42,0.03,0.07964756
20-Jan-12,1314.49,1315.38,1315.38,1309.17,3303236352,6.21,6.42,-0.01,-0.062636385
23-Jan-12,1315.29,1316,1322.28,1309.89,2925873408,12.39,0.8,-0.09,-0.12897446
24-Jan-12,1315.96,1314.65,1315.96,1306.06,2796354048,9.9,0.67,-0.04,-0.046317225
25-Jan-12,1314.4,1326.06,1328.3,1307.65,3411213056,20.65,-1.56,-0.25,0.18024644
26-Jan-12,1326.28,1318.43,1333.47,1313.6,3638448128,19.87,11.88,0.22,0.062453844
27-Jan-12,1318.25,1316.33,1320.06,1311.72,2958420224,8.34,-8.03,-0.18,-0.229861836
30-Jan-12,1316.16,1313.01,1316.16,1300.49,2721155584,15.67,-2.09,-0.17,-0.087192604
31-Jan-12,1313.53,1312.41,1321.41,1306.69,3053168640,14.72,-2.63,0.52,0.108743766
1-Feb-12,1312.45,1324.09,1330.52,1312.45,3325932032,18.07,-1.08,0.04,0.082011114
2-Feb-12,1324.24,1325.54,1329.19,1321.57,2854860544,7.62,11.79,0.15,-0.16500683
3-Feb-12,1326.21,1344.9,1345.34,1326.21,3281180928,19.13,1.97,0.67,0.129928947
6-Feb-12,1344.32,1344.33,1344.36,1337.52,2514188032,6.84,18.11,-0.58,-0.305065845
7-Feb-12,1344.33,1347.05,1349.24,1335.92,2690060288,13.32,0.01,0,0.065378556
8-Feb-12,1347.04,1349.96,1351,1341.95,3077168640,9.05,2.71,-0.01,0.125800175
9-Feb-12,1349.97,1351.95,1354.32,1344.63,3236186368,9.69,2.93,0.01,0.049137383
10-Feb-12,1351.21,1342.64,1351.21,1337.35,2738615296,13.86,1.24,-0.74,-0.1816871
13-Feb-12,1343.06,1351.77,1353.35,1343.06,2637392896,10.29,-8.15,0.42,-0.03837972
14-Feb-12,1351.3,1350.5,1351.3,1340.83,2901536512,10.47,8.24,-0.47,0.091035772
15-Feb-12,1350.52,1343.23,1355.87,1340.8,3053199360,15.07,-0.78,0.02,0.049673418
16-Feb-12,1342.61,1358.04,1359.02,1341.22,2994727936,17.8,-7.91,-0.62,-0.019524787
17-Feb-12,1358.06,1361.23,1363.4,1357.24,2999121664,6.16,15.45,0.02,0.001465005
21-Feb-12,1361.22,1362.21,1367.76,1358.11,2729615872,9.65,3.16,-0.01,-0.098733963
22-Feb-12,1362.11,1357.66,1362.7,1355.53,2637444608,7.17,0.89,-0.1,-0.034947185
23-Feb-12,1357.53,1363.46,1364.24,1352.28,2724010240,11.96,-4.58,-0.13,0.031778747
24-Feb-12,1363.46,1365.74,1368.92,1363.46,2451468032,5.46,5.93,0,-0.111175102
27-Feb-12,1365.2,1367.59,1371.94,1354.92,2781081344,17.02,1.74,-0.54,0.118519839
28-Feb-12,1367.56,1372.18,1373.09,1365.97,2610212352,7.12,2.36,-0.03,-0.065461721
29-Feb-12,1372.2,1365.68,1378.04,1363.81,3290898176,14.23,4.64,0.02,0.20683892
1-Mar-12,1365.9,1374.09,1376.17,1365.9,2792396032,10.27,-6.3,0.22,-0.178521291
2-Mar-12,1374.09,1369.63,1374.53,1366.42,2278062848,8.11,8.19,0,-0.225776556
5-Mar-12,1369.59,1364.33,1369.59,1359.13,2485167872,10.46,-4.5,-0.04,0.083336432
6-Mar-12,1363.63,1343.36,1363.63,1340.03,2999861504,23.6,-5.96,-0.7,0.171572465
7-Mar-12,1343.39,1352.63,1354.85,1343.39,2612579584,11.46,-20.24,0.03,-0.148237368
8-Mar-12,1352.65,1365.91,1368.72,1352.65,2548914944,16.07,9.26,0.02,-0.024977154
9-Mar-12,1365.97,1370.87,1374.76,1365.97,2613808384,8.79,13.32,0.06,0.02482716
12-Mar-12,1370.78,1371.09,1373.04,1366.69,2186984192,6.35,4.81,-0.09,-0.19516565
13-Mar-12,1371.92,1395.95,1396.13,1371.92,3245730048,24.21,1.14,0.83,0.326196523
14-Mar-12,1395.95,1394.28,1399.42,1389.97,3473037568,9.45,24.03,0,0.065449197
15-Mar-12,1394.17,1402.6,1402.63,1392.78,3211907584,9.85,-1.78,-0.11,-0.081300591
16-Mar-12,1402.55,1404.17,1405.88,1401.47,3859239424,4.41,8.38,-0.05,0.1677356
19-Mar-12,1404.17,1409.75,1414,1402.43,2983668992,11.57,1.62,0,-0.293454279
20-Mar-12,1409.59,1405.52,1409.59,1397.68,2767961344,11.91,5.42,-0.16,-0.077930152
21-Mar-12,1405.52,1402.89,1407.75,1400.64,2668419584,7.11,-4.07,0,-0.037303639
22-Mar-12,1402.89,1392.78,1402.89,1388.73,2753503232,14.16,-2.63,0,0.030900145
23-Mar-12,1392.78,1397.11,1399.18,1386.87,2587079936,12.31,-10.11,0,-0.064328625
26-Mar-12,1397.11,1416.51,1416.58,1397.11,2592750592,19.47,4.33,0,0.00218712
27-Mar-12,1416.55,1412.52,1419.15,1411.95,2547069696,7.2,19.44,0.04,-0.017934686
28-Mar-12,1412.52,1405.54,1413.65,1397.2,2811076096,16.45,-4.03,0,0.09391649
29-Mar-12,1405.39,1403.28,1405.39,1391.56,2781933056,13.83,-7.13,-0.15,-0.010475824
30-Mar-12,1403.31,1408.47,1410.89,1401.42,2682129408,9.47,-2.08,0.03,-0.037210601
2-Apr-12,1408.47,1419.04,1422.38,1404.46,2529153536,17.92,5.16,0,-0.060485008
3-Apr-12,1418.98,1413.38,1419,1404.62,2821361408,14.38,10.51,-0.06,0.103569812
4-Apr-12,1413.09,1398.96,1413.09,1394.09,2791510528,19,-5.89,-0.29,-0.010693451
5-Apr-12,1398.79,1398.08,1401.6,1392.92,2422629888,8.68,-14.3,-0.17,-0.152264546
9-Apr-12,1397.45,1382.2,1397.45,1378.24,2249713664,19.21,-1.34,-0.63,-0.076861437
10-Apr-12,1382.18,1358.59,1383.01,1357.38,3374127872,25.63,-15.27,-0.02,0.333245879
11-Apr-12,1358.98,1368.71,1374.71,1358.98,2643195136,15.73,-23.2,0.39,-0.276533778
12-Apr-12,1368.77,1387.57,1388.13,1368.77,2517299456,19.36,9.79,0.06,-0.050012198
13-Apr-12,1387.61,1370.26,1387.61,1369.85,2801548032,17.76,18.84,0.04,0.101461254
16-Apr-12,1370.27,1369.57,1379.66,1365.38,2691892992,14.28,-17.34,0.01,-0.040735289
17-Apr-12,1369.57,1390.78,1392.76,1369.57,2538191616,23.19,-0.7,0,-0.060555466
